staff_id,first_name,last_name,gender,hospital,city,state,department,job_title,education_level,hire_date,birth_date,performance_rating,night_shift,shift_type,certification_level,base_salary,adjusted_salary,termdate
HC-573345,Lori,Miller,Male,Unity Health,Miami,Florida,Admin,Receptionist,High School,2023-08-07,1989-09-06,Outstanding,Yes,Day,Advanced,87718,95613,
HC-916103,Joseph,Harris,Female,General Health Center,Austin,Texas,Admin,Billing Specialist,Bachelor,2017-05-04,1991-03-29,Average,Yes,Day,Specialized,123643,140190,
HC-859599,Dennis,Sheppard,Male,Mercy Hospital,New York City,New York,Emergency,ER Doctor,MD,2018-12-27,1984-12-11,Average,No,Evening,Basic,139669,207880,
HC-785150,Terri,Lopez,Female,General Health Center,Miami,Florida,Radiology,X-Ray Technician,Associate,2018-05-14,1996-01-22,Average,No,Evening,Specialized,41047,43913,
HC-599553,Amanda,Walker,Female,Metro Medical,Buffalo,New York,Pharmacy,Pharmacist,PhD,2020-04-05,1996-03-14,Good,Yes,Evening,Advanced,54579,72292,
HC-979579,Lisa,Lamb,Female,Hope Wellness Center,Miami,Florida,Admin,Admin Assistant,High School,2013-03-29,1979-01-29,Needs Improvement,Yes,Night,Specialized,63597,67365,
HC-373339,Mary,Charles,Female,Valley Hospital,Rochester,New York,Oncology,Oncologist,MD,2021-07-12,1983-05-28,Outstanding,No,Evening,None,40674,57642,
HC-103597,Nathaniel,Higgins,Male,Sunrise Medical,Miami,Florida,Admin,Billing Specialist,Bachelor,2024-05-14,1989-06-19,Outstanding,No,Evening,None,128121,153617,
HC-385153,Jessica,Hendricks,Male,General Health Center,Dallas,Texas,Oncology,Oncologist,MD,2018-07-25,1979-04-08,Good,No,Day,None,101828,153277,2019-11-10
HC-527445,Mark,Chavez,Female,Lakeside Clinic,Chicago,Illinois,Admin,Admin Assistant,High School,2015-08-02,1970-11-22,Outstanding,No,Day,None,86029,92965,
HC-931251,Lauren,Adams,Male,Hope Wellness Center,Miami,Florida,Emergency,Paramedic,Associate,2015-10-09,1986-11-25,Average,No,Day,Basic,63721,73430,
HC-283489,Cynthia,Arroyo,Female,Metro Medical,Miami,Florida,Pharmacy,Inventory Clerk,High School,2015-05-12,1993-03-29,Good,No,Night,Advanced,101740,104385,
HC-442613,Nathan,Kennedy,Male,Lakeside Clinic,San Francisco,California,Radiology,Radiologist,MD,2019-11-09,1986-05-24,Needs Improvement,No,Night,Advanced,44187,65469,
HC-101351,Sarah,Wheeler,Male,Metro Medical,Tampa,Florida,Pharmacy,Pharmacy Technician,Bachelor,2014-07-03,1969-12-17,Good,No,Night,Advanced,99293,124513,2015-10-24
HC-734744,Bryce,Clark,Female,Lakeside Clinic,Tampa,Florida,Radiology,Radiologist,MD,2016-04-12,1991-01-29,Outstanding,Yes,Night,None,72279,100577,
HC-463886,Matthew,Wood,Male,Mercy Hospital,San Francisco,California,Radiology,MRI Technician,Bachelor,2013-07-14,1981-11-27,Good,No,Day,Advanced,98064,119736,
HC-252692,Ashley,Schaefer,Male,Unity Health,San Francisco,California,Emergency,ER Doctor,MD,2021-12-08,1983-11-30,Average,No,Night,Basic,41003,61166,
HC-929995,Kirk,Miller,Male,Mercy Hospital,Miami,Florida,Pediatrics,Pediatric Nurse,Bachelor,2017-05-05,1975-10-04,Good,No,Night,Advanced,104143,128877,
HC-683558,Caitlin,Morris,Male,Mercy Hospital,Rochester,New York,Cardiology,Cardiologist,MD,2020-12-09,1984-07-29,Needs Improvement,No,Night,Basic,43828,65232,
HC-233825,Randy,Richard,Female,Unity Health,Orlando,Florida,Pharmacy,Inventory Clerk,High School,2013-03-08,1989-11-07,Good,No,Day,Advanced,53412,55308,2014-05-13
HC-752276,John,Chavez,Male,Metro Medical,San Diego,California,Oncology,Oncology Nurse,Bachelor,2023-12-24,1979-02-19,Average,No,Evening,Basic,79489,97493,
HC-180951,Micheal,Love,Female,Metro Medical,New York City,New York,Radiology,MRI Technician,Bachelor,2017-12-26,1991-04-07,Outstanding,No,Night,None,125955,142811,
HC-375394,Paul,Fitzpatrick,Male,Unity Health,San Francisco,California,Admin,Receptionist,High School,2018-04-15,1983-12-30,Outstanding,No,Evening,Advanced,136044,150329,2019-08-29
HC-759353,Stephanie,Curtis,Female,Lakeside Clinic,Austin,Texas,Emergency,ER Doctor,MD,2019-08-01,1992-03-31,Average,Yes,Day,Basic,42958,59639,
HC-504253,Phyllis,Everett,Male,General Health Center,San Diego,California,Radiology,Radiologist,MD,2021-10-25,1984-04-19,Good,No,Night,None,128301,190960,
HC-338387,Levi,Parker,Male,Metro Medical,Los Angeles,California,Emergency,ER Nurse,Bachelor,2019-09-19,1994-01-21,Outstanding,Yes,Night,Basic,52759,62533,
HC-332698,Ashley,Robinson,Male,Lakeside Clinic,San Francisco,California,Admin,Billing Specialist,Bachelor,2020-10-08,1976-03-23,Average,Yes,Evening,Advanced,71398,88159,2021-11-30
HC-961949,Susan,Becker,Female,General Health Center,Austin,Texas,Pediatrics,Child Therapist,Master,2018-01-07,1978-07-14,Average,No,Day,Advanced,83507,106384,
HC-679390,Gina,Martinez,Female,Unity Health,Los Angeles,California,Cardiology,Cardiac Nurse,Bachelor,2023-12-09,1986-10-27,Good,No,Evening,Advanced,131471,150782,
HC-905469,Samantha,Thomas,Female,Mercy Hospital,Austin,Texas,Emergency,ER Doctor,MD,2019-02-13,1989-05-15,Good,No,Day,None,94932,132708,
HC-732021,Ana,Davis,Male,Metro Medical,Miami,Florida,Emergency,ER Nurse,Bachelor,2019-12-06,1996-04-12,Needs Improvement,Yes,Night,Advanced,87092,102747,
HC-260669,Eric,Cox,Male,Sunrise Medical,Tampa,Florida,Admin,Billing Specialist,Bachelor,2020-12-19,1981-04-12,Good,Yes,Evening,None,89448,109216,
HC-169916,Paula,Hamilton,Male,Mercy Hospital,Austin,Texas,Emergency,Paramedic,Associate,2013-11-26,1981-10-18,Good,Yes,Evening,Specialized,71534,83373,
HC-344872,Jordan,Richard,Male,Valley Hospital,New York City,New York,Radiology,X-Ray Technician,Associate,2021-08-25,1988-09-04,Good,No,Evening,None,50878,58363,
HC-518458,Brandon,Crawford,Female,General Health Center,San Francisco,California,Pediatrics,Pediatric Nurse,Bachelor,2015-08-22,1980-02-29,Good,No,Day,Basic,94821,110235,
HC-796130,Deborah,Cabrera,Female,Sunrise Medical,Miami,Florida,Pediatrics,Child Therapist,Master,2014-01-10,1974-07-12,Good,No,Night,None,58351,75001,
HC-475090,Laura,Hutchinson,Female,Mercy Hospital,San Francisco,California,Emergency,ER Doctor,MD,2020-10-26,1982-03-23,Good,Yes,Evening,Basic,102771,145973,
HC-858000,Sean,Chavez,Male,Hope Wellness Center,San Diego,California,Radiology,X-Ray Technician,Associate,2020-07-29,1993-05-26,Average,No,Night,Specialized,78765,89320,
HC-382437,Mario,Lopez,Female,Metro Medical,Tampa,Florida,Emergency,ER Nurse,Bachelor,2018-06-20,1981-02-10,Good,No,Day,Advanced,41199,47789,
HC-657322,Rhonda,Brewer,Female,Sunrise Medical,Miami,Florida,Admin,Receptionist,High School,2020-01-18,1991-10-05,Good,Yes,Night,Basic,72837,75077,
HC-282566,Isabella,Ochoa,Male,Lakeside Clinic,Chicago,Illinois,Oncology,Oncologist,MD,2017-10-24,1995-12-06,Outstanding,No,Day,Advanced,50487,73269,
HC-576440,Bryan,Pennington,Male,General Health Center,Orlando,Florida,Pharmacy,Inventory Clerk,High School,2015-05-14,1990-08-25,Needs Improvement,Yes,Night,Advanced,84827,92249,
HC-358579,Dominique,Williams,Female,Valley Hospital,Springfield,Illinois,Pharmacy,Pharmacy Technician,Bachelor,2020-01-10,1988-02-25,Average,Yes,Night,Advanced,81330,92851,
HC-580809,Melissa,Thompson,Female,Lakeside Clinic,San Francisco,California,Cardiology,Cardiac Nurse,Bachelor,2022-02-16,1982-04-23,Outstanding,No,Day,Specialized,62821,72705,2024-03-21
HC-974613,Luis,Bates,Male,Hope Wellness Center,Los Angeles,California,Radiology,X-Ray Technician,Associate,2019-12-11,1985-02-13,Good,No,Day,Basic,76379,88218,
HC-272535,Anthony,Turner,Male,Sunrise Medical,San Diego,California,Oncology,Oncology Nurse,Bachelor,2018-12-19,1989-09-09,Good,No,Day,Basic,126135,151236,
HC-251413,David,Sellers,Female,Mercy Hospital,Los Angeles,California,Pharmacy,Inventory Clerk,High School,2021-10-05,1978-07-12,Good,No,Night,Advanced,87033,92396,
HC-290089,Courtney,Miller,Male,General Health Center,Tampa,Florida,Pharmacy,Pharmacist,PhD,2022-12-28,1990-11-27,Good,No,Night,Basic,108860,153901,
HC-505667,James,Gonzalez,Female,Metro Medical,Miami,Florida,Pediatrics,Pediatrician,MD,2013-08-15,1991-05-08,Average,Yes,Day,Specialized,91420,127212,
HC-292750,Eric,Rowe,Male,Valley Hospital,Los Angeles,California,Admin,Billing Specialist,Bachelor,2020-03-05,1996-09-20,Needs Improvement,Yes,Evening,Basic,53003,62530,
HC-608950,Carolyn,Lopez,Male,Mercy Hospital,Springfield,Illinois,Oncology,Oncology Nurse,Bachelor,2023-09-22,1982-11-08,Good,No,Day,Basic,43465,52951,2024-04-19
HC-416707,Kristen,Cooper,Female,Valley Hospital,Rochester,New York,Pharmacy,Pharmacist,PhD,2018-09-19,1979-12-18,Good,No,Day,None,87078,119909,
HC-817747,Michael,Barry,Female,Metro Medical,Houston,Texas,Admin,Admin Assistant,High School,2019-08-28,1985-03-19,Average,No,Evening,Basic,102238,106839,
HC-974735,Jimmy,Jackson,Male,Unity Health,Los Angeles,California,Pediatrics,Pediatrician,MD,2018-08-21,1992-10-08,Average,No,Evening,None,68239,99723,
HC-226993,Scott,Lyons,Female,General Health Center,San Diego,California,Emergency,ER Doctor,MD,2019-03-11,1981-07-10,Good,No,Day,Advanced,109682,156141,
HC-918135,Cathy,Smith,Male,Sunrise Medical,Los Angeles,California,Pediatrics,Pediatric Nurse,Bachelor,2013-05-13,1987-06-22,Good,No,Day,Specialized,52480,63212,
HC-804039,Heather,Kline,Female,Valley Hospital,San Diego,California,Admin,Billing Specialist,Bachelor,2013-10-30,1973-10-12,Good,No,Day,Basic,67740,79991,
HC-491823,Jeremiah,Perez,Female,General Health Center,Orlando,Florida,Admin,Billing Specialist,Bachelor,2016-06-04,1975-07-04,Needs Improvement,Yes,Evening,None,119128,140050,2017-02-11
HC-164795,Teresa,Harrison,Female,Valley Hospital,San Francisco,California,Admin,Admin Assistant,High School,2014-02-03,1992-01-18,Good,Yes,Day,Advanced,96398,99133,
HC-204280,Theresa,Williams,Male,Mercy Hospital,Austin,Texas,Pharmacy,Pharmacy Technician,Bachelor,2015-03-10,1983-08-09,Good,Yes,Evening,Advanced,131752,160145,
HC-616139,Kristin,Martinez,Female,Valley Hospital,Springfield,Illinois,Emergency,ER Doctor,MD,2019-07-04,1986-02-27,Good,No,Evening,Advanced,40322,56755,2021-01-04
HC-862413,Melissa,James,Male,Unity Health,Rochester,New York,Emergency,ER Nurse,Bachelor,2019-02-05,1978-06-28,Average,No,Day,Basic,40061,49245,
HC-399530,Eric,Garcia,Female,Mercy Hospital,Chicago,Illinois,Admin,Receptionist,High School,2021-08-23,1993-12-13,Good,No,Day,Basic,50858,52180,
HC-503775,Tina,Walker,Male,Mercy Hospital,Los Angeles,California,Radiology,MRI Technician,Bachelor,2020-12-17,1984-09-04,Good,No,Night,None,77337,93790,
HC-447600,Crystal,White,Male,General Health Center,Austin,Texas,Pharmacy,Pharmacy Technician,Bachelor,2017-02-02,1972-11-09,Average,No,Evening,Basic,98187,122316,
HC-113472,Elizabeth,Wilkinson,Male,Lakeside Clinic,Miami,Florida,Emergency,Paramedic,Associate,2015-06-08,1984-09-15,Needs Improvement,No,Evening,Basic,128824,149130,
HC-744118,Jose,Villarreal,Female,Metro Medical,San Francisco,California,Pediatrics,Child Therapist,Master,2023-10-11,1999-06-24,Good,No,Night,Specialized,105398,127964,
HC-548694,Mark,Molina,Female,Valley Hospital,Los Angeles,California,Pediatrics,Pediatric Nurse,Bachelor,2020-02-17,1988-03-17,Average,No,Day,Advanced,63172,72121,
HC-790836,Tara,Robinson,Female,Sunrise Medical,New York City,New York,Oncology,Oncology Nurse,Bachelor,2020-09-09,1985-02-25,Good,No,Day,Basic,43473,49972,
HC-921825,Stephanie,Gillespie,Male,Hope Wellness Center,Tampa,Florida,Pediatrics,Child Therapist,Master,2015-07-05,1991-08-20,Average,Yes,Night,Advanced,102493,133446,
HC-674032,Karen,Carter,Female,Mercy Hospital,Dallas,Texas,Emergency,ER Doctor,MD,2018-12-29,1994-05-06,Good,Yes,Night,None,60431,83509,
HC-238459,Veronica,Hodge,Female,Lakeside Clinic,Miami,Florida,Emergency,ER Doctor,MD,2014-07-26,1989-09-19,Needs Improvement,No,Evening,Specialized,122059,170629,2015-11-21
HC-673670,Elizabeth,Jennings,Female,Mercy Hospital,Houston,Texas,Pharmacy,Inventory Clerk,High School,2023-11-10,2001-03-07,Outstanding,Yes,Evening,Specialized,122917,123777,
HC-548348,Susan,Sullivan,Female,Lakeside Clinic,San Diego,California,Pharmacy,Pharmacist,PhD,2017-05-18,1991-10-26,Good,No,Day,Basic,129647,173724,2018-04-19
HC-609916,Christine,Kaiser,Female,Lakeside Clinic,Austin,Texas,Radiology,Radiologist,MD,2019-03-18,1979-08-27,Good,No,Day,None,58095,83075,
HC-496939,Rachel,Allen,Male,Sunrise Medical,San Francisco,California,Cardiology,Technician,Associate,2019-11-23,1988-10-15,Good,No,Night,Advanced,94274,108144,
HC-331389,Timothy,Lindsey,Female,Lakeside Clinic,Los Angeles,California,Pediatrics,Pediatric Nurse,Bachelor,2014-01-25,1983-08-24,Average,No,Day,Advanced,65239,75333,
HC-122621,Amanda,Nelson,Male,Sunrise Medical,Naperville,Illinois,Pharmacy,Pharmacist,PhD,2013-09-06,1968-06-28,Good,Yes,Day,Specialized,84125,124947,
HC-910453,Dan,Young,Male,General Health Center,Tampa,Florida,Radiology,Radiologist,MD,2019-06-26,1980-04-25,Average,Yes,Night,Basic,71888,107967,
HC-837189,Melissa,Dodson,Female,Mercy Hospital,Rochester,New York,Pharmacy,Inventory Clerk,High School,2014-10-09,1988-08-26,Good,No,Evening,Specialized,85164,88390,
HC-728556,Mario,Smith,Female,Sunrise Medical,Dallas,Texas,Radiology,MRI Technician,Bachelor,2020-08-28,1986-03-21,Needs Improvement,Yes,Evening,Basic,56621,64938,
HC-602003,Paul,Morales,Male,Metro Medical,Austin,Texas,Emergency,Paramedic,Associate,2020-01-21,1995-10-13,Good,No,Evening,Basic,129523,146199,
HC-621071,Elizabeth,Perez,Female,Unity Health,San Francisco,California,Radiology,X-Ray Technician,Associate,2017-10-29,1993-06-22,Average,Yes,Evening,Basic,108654,117053,
HC-246235,Michael,Brown,Male,Mercy Hospital,San Francisco,California,Admin,Admin Assistant,High School,2014-09-23,1984-10-15,Average,No,Night,None,90834,100144,
HC-942875,Brandon,Flores,Female,Unity Health,Los Angeles,California,Pediatrics,Pediatric Nurse,Bachelor,2015-07-26,1980-10-18,Good,No,Evening,Advanced,64115,74538,2018-06-16
HC-552022,Sharon,Keller,Male,Metro Medical,New York City,New York,Emergency,ER Nurse,Bachelor,2022-05-15,1993-06-05,Average,No,Evening,None,58939,70020,
HC-611549,Jennifer,Jones,Male,Valley Hospital,Buffalo,New York,Pediatrics,Pediatrician,MD,2024-07-25,1992-12-01,Good,No,Evening,Basic,72624,106131,
HC-612763,Matthew,Patterson,Female,Metro Medical,Miami,Florida,Pediatrics,Pediatric Nurse,Bachelor,2020-01-07,1988-12-06,Good,No,Evening,Specialized,93835,107128,
HC-372816,Christopher,Le,Female,General Health Center,Miami,Florida,Admin,Billing Specialist,Bachelor,2018-08-04,1987-03-18,Good,No,Night,Specialized,60937,69729,
HC-272686,Manuel,Payne,Male,Valley Hospital,Naperville,Illinois,Pediatrics,Pediatric Nurse,Bachelor,2021-05-11,1981-03-09,Average,No,Evening,Advanced,55769,68094,2024-03-09
HC-122733,Thomas,Smith,Female,Valley Hospital,Los Angeles,California,Admin,Receptionist,High School,2018-02-19,1992-04-02,Good,No,Evening,None,94168,96840,
HC-706700,Ryan,Moore,Male,Lakeside Clinic,Dallas,Texas,Emergency,ER Doctor,MD,2024-01-06,1989-08-15,Good,Yes,Evening,Specialized,109970,161821,
HC-450017,Denise,Davis,Male,Metro Medical,Houston,Texas,Oncology,Oncologist,MD,2015-09-23,1972-02-02,Average,Yes,Day,Specialized,56564,86479,
HC-887159,Kyle,Everett,Female,Hope Wellness Center,Rochester,New York,Admin,Receptionist,High School,2022-07-28,1978-10-01,Average,No,Evening,Basic,118286,125575,
HC-342656,Russell,Potts,Female,Lakeside Clinic,Springfield,Illinois,Admin,Billing Specialist,Bachelor,2017-05-27,1995-07-13,Good,No,Night,Specialized,116586,130970,
HC-915400,Deborah,Sullivan,Male,Metro Medical,Los Angeles,California,Admin,Admin Assistant,High School,2016-07-25,1986-07-10,Average,No,Day,None,57169,62743,
HC-703484,Jason,Martin,Male,Valley Hospital,Springfield,Illinois,Radiology,Radiologist,MD,2017-06-28,1974-06-26,Average,Yes,Evening,None,64385,98002,
HC-254501,Christopher,Guzman,Male,Hope Wellness Center,New York City,New York,Cardiology,Cardiologist,MD,2017-10-08,1980-02-18,Good,No,Evening,None,77601,116547,
HC-461642,Denise,Leonard,Female,Lakeside Clinic,San Diego,California,Emergency,ER Nurse,Bachelor,2021-01-11,1985-12-16,Average,Yes,Day,Advanced,55232,63489,
HC-644999,Heather,Maynard,Female,Unity Health,Houston,Texas,Pediatrics,Pediatric Nurse,Bachelor,2020-07-14,1997-06-22,Average,No,Evening,None,66687,74566,
HC-341359,Amy,Gomez,Female,Mercy Hospital,Dallas,Texas,Pharmacy,Inventory Clerk,High School,2020-11-02,1994-12-07,Average,Yes,Day,Advanced,99347,101694,
HC-682484,Shelia,Cohen,Female,Hope Wellness Center,Springfield,Illinois,Pediatrics,Child Therapist,Master,2022-11-24,1996-09-11,Outstanding,No,Day,Basic,98288,120172,
HC-776444,Kyle,Wilson,Female,Metro Medical,San Francisco,California,Oncology,Lab Technician,Bachelor,2022-02-03,1978-10-08,Average,No,Day,Advanced,81504,95179,
HC-167141,Mark,Lopez,Male,Metro Medical,New York City,New York,Pharmacy,Inventory Clerk,High School,2023-12-14,1986-09-02,Good,No,Evening,Specialized,41540,45590,
HC-514632,Kristen,Walsh,Male,Lakeside Clinic,Houston,Texas,Admin,Admin Assistant,High School,2018-03-08,1989-02-15,Average,No,Night,Basic,108186,117923,
HC-547048,Brandon,Martinez,Male,Metro Medical,New York City,New York,Emergency,ER Doctor,MD,2013-01-26,1989-11-03,Average,No,Day,Basic,43547,64079,
HC-961621,Kim,Tucker,Male,Valley Hospital,Austin,Texas,Pharmacy,Pharmacist,PhD,2022-05-18,1977-12-28,Outstanding,No,Night,Advanced,105978,154304,
HC-381460,Anna,Bryant,Female,Lakeside Clinic,Tampa,Florida,Pharmacy,Pharmacist,PhD,2017-12-02,1987-06-24,Good,No,Night,Basic,66816,90357,
HC-889303,Jennifer,Smith,Female,Lakeside Clinic,Rochester,New York,Radiology,Radiologist,MD,2018-06-03,1982-07-24,Good,No,Night,Specialized,43006,61084,
HC-928357,Randall,Parker,Female,Hope Wellness Center,Buffalo,New York,Oncology,Lab Technician,Bachelor,2015-08-31,1971-06-08,Average,No,Night,Specialized,105374,124981,
HC-858940,Richard,Armstrong,Female,Sunrise Medical,Springfield,Illinois,Admin,Billing Specialist,Bachelor,2020-08-04,1976-12-03,Average,No,Day,Specialized,41143,48261,
HC-993199,Nicole,Davis,Female,Unity Health,San Francisco,California,Oncology,Oncology Nurse,Bachelor,2020-10-24,1990-05-21,Good,No,Night,Advanced,96998,110232,
HC-728510,Michael,Vazquez,Male,Unity Health,Buffalo,New York,Radiology,Radiologist,MD,2013-01-13,1980-11-09,Needs Improvement,No,Evening,Advanced,114482,171938,
HC-849933,Antonio,Russell,Female,Sunrise Medical,San Francisco,California,Pharmacy,Pharmacist,PhD,2015-05-09,1987-09-12,Average,No,Day,Advanced,121478,164278,
HC-487544,Thomas,Johnson,Female,Hope Wellness Center,Houston,Texas,Radiology,Radiologist,MD,2023-09-27,1995-12-21,Average,No,Evening,None,125601,173165,2025-09-02
HC-100958,Annette,Jensen,Male,Valley Hospital,Orlando,Florida,Radiology,Radiologist,MD,2014-12-17,1982-06-10,Good,Yes,Evening,Specialized,54381,81306,
HC-598276,Daniel,Reid,Male,Mercy Hospital,Houston,Texas,Radiology,X-Ray Technician,Associate,2021-08-25,1983-02-19,Good,No,Night,None,110895,128666,
HC-151157,Heather,Walker,Female,Metro Medical,Tampa,Florida,Pharmacy,Pharmacist,PhD,2023-03-16,1978-09-10,Good,No,Night,None,77465,106910,
HC-367681,Brittney,Ball,Female,Hope Wellness Center,Naperville,Illinois,Pharmacy,Inventory Clerk,High School,2014-03-07,1983-05-08,Good,Yes,Day,Advanced,71718,75286,
HC-166977,Evan,Martin,Female,General Health Center,San Diego,California,Pharmacy,Pharmacy Technician,Bachelor,2018-05-31,1980-03-16,Good,Yes,Evening,None,130060,151203,
HC-323951,Kevin,Archer,Male,Metro Medical,Rochester,New York,Emergency,ER Nurse,Bachelor,2015-11-07,1973-08-12,Good,No,Night,None,75971,94432,
HC-640070,Sabrina,Oliver,Female,General Health Center,Austin,Texas,Emergency,Paramedic,Associate,2016-07-23,1985-07-27,Average,Yes,Evening,Advanced,86171,94551,
HC-630250,Matthew,Long,Female,Hope Wellness Center,San Francisco,California,Pharmacy,Pharmacist,PhD,2016-12-02,1975-05-31,Good,No,Night,None,53514,74351,
HC-522907,Ryan,Evans,Female,Unity Health,San Francisco,California,Pharmacy,Inventory Clerk,High School,2023-05-01,1989-04-06,Average,No,Evening,Specialized,54416,56348,
HC-610717,Rachel,Mclean,Female,Valley Hospital,Springfield,Illinois,Emergency,ER Nurse,Bachelor,2019-09-29,1996-04-22,Needs Improvement,Yes,Day,None,60285,67565,
HC-585060,Jonathan,Jones,Male,Mercy Hospital,Naperville,Illinois,Admin,Billing Specialist,Bachelor,2014-11-23,1973-08-11,Good,No,Night,Basic,103403,128530,
HC-835813,Randall,Reilly,Female,Mercy Hospital,Naperville,Illinois,Pediatrics,Pediatrician,MD,2018-08-03,1993-10-02,Good,No,Evening,Specialized,95612,132432,
